market_ticker,series,family,class,timestamp,track,arm,prior_outcome,streak_direction,streak_length,strike,spot,z_dir,model_prob_yes,market_yes_bid,market_yes_ask,exec_price,edge,fee,slippage,side,size,kelly_units,resolution,gross_pnl,net_pnl,split
KXMLBTOTAL-26AUG151915BOSPIT-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-16T01:04:31Z,A,A2,no,no,2,8.5,,,0.439329,7,8,8,33.9329,1,1,yes,1,4,no,-8,-10,holdout
KXMLBTOTAL-26AUG151910PHIMIN-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-16T01:04:32Z,A,A2,no,no,1,9.5,,,0.484467,82,84,18,30.5533,2,1,no,1,4,yes,-18,-21,holdout
KXMLBTOTAL-26AUG151910PHIMIN-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-16T01:04:32Z,A,A2,no,no,1,10.5,,,0.484467,63,64,37,11.5533,2,1,no,1,2,no,63,60,holdout
KXMLBTOTAL-26AUG151910PHIMIN-13,KXMLBTOTAL,KXMLBTOTAL|13,BASEBALL_TOTAL,2026-08-16T01:04:32Z,A,A2,no,no,1,12.5,,,0.484467,32,34,34,11.4467,2,1,yes,1,2,no,-34,-37,holdout
KXMLBTOTAL-26AUG152140TEXATH-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-16T02:34:26Z,A,A2,no,no,1,4.5,,,0.484467,94,97,6,43.5533,1,1,no,1,4,yes,-6,-8,holdout
KXMLBTOTAL-26AUG152140TEXATH-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-16T02:34:26Z,A,A2,no,no,2,5.5,,,0.439329,84,88,16,38.0671,1,1,no,1,4,yes,-16,-18,holdout
KXMLBTOTAL-26AUG152140TEXATH-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-16T02:34:26Z,A,A2,no,no,2,6.5,,,0.439329,77,86,23,30.0671,2,1,no,1,4,yes,-23,-26,holdout
KXMLBTOTAL-26AUG152138KCLAA-3,KXMLBTOTAL,KXMLBTOTAL|3,BASEBALL_TOTAL,2026-08-16T02:49:35Z,A,A2,yes,yes,13,2.5,,,0.867513,65,66,66,17.7513,2,1,yes,1,4,no,-66,-69,holdout
KXMLBTOTAL-26AUG152138KCLAA-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-16T02:49:36Z,A,A2,yes,yes,1,9.5,,,0.471404,3,4,4,41.1404,1,1,yes,1,4,no,-4,-6,holdout
KXMLBTOTAL-26AUG152138KCLAA-4,KXMLBTOTAL,KXMLBTOTAL|4,BASEBALL_TOTAL,2026-08-16T02:49:36Z,A,A2,yes,yes,18,3.5,,,0.867513,45,46,46,37.7513,2,1,yes,1,4,no,-46,-49,holdout
KXMLBTOTAL-26AUG152138KCLAA-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-16T02:49:36Z,A,A2,yes,yes,1,4.5,,,0.471404,34,35,35,9.1404,2,1,yes,1,2,no,-35,-38,holdout
KXMLBTOTAL-26AUG152138KCLAA-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-16T02:49:36Z,A,A2,yes,yes,1,5.5,,,0.471404,21,22,22,22.1404,2,1,yes,1,4,no,-22,-25,holdout
KXMLBTOTAL-26AUG152138KCLAA-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-16T02:49:36Z,A,A2,yes,yes,1,6.5,,,0.471404,14,16,16,29.1404,1,1,yes,1,4,no,-16,-18,holdout
KXMLBTOTAL-26AUG152138KCLAA-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-16T02:49:36Z,A,A2,no,no,3,7.5,,,0.356711,9,10,10,23.6711,1,1,yes,1,3,no,-10,-12,holdout
KXMLBTOTAL-26AUG152138KCLAA-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-16T02:49:36Z,A,A2,no,no,3,8.5,,,0.356711,7,8,8,25.6711,1,1,yes,1,3,no,-8,-10,holdout
KXMLBTOTAL-26AUG152138KCLAA-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-16T02:49:37Z,A,A2,no,no,2,10.5,,,0.439329,2,3,3,38.9329,1,1,yes,1,4,no,-3,-5,holdout
KXMLBTOTAL-26AUG152138KCLAA-12,KXMLBTOTAL,KXMLBTOTAL|12,BASEBALL_TOTAL,2026-08-16T02:49:37Z,A,A2,no,no,2,11.5,,,0.439329,2,3,3,38.9329,1,1,yes,1,4,no,-3,-5,holdout
KXMLBTOTAL-26AUG152138KCLAA-13,KXMLBTOTAL,KXMLBTOTAL|13,BASEBALL_TOTAL,2026-08-16T02:49:37Z,A,A2,no,no,2,12.5,,,0.439329,1,2,2,39.9329,1,1,yes,1,4,no,-2,-4,holdout
KXMLBTOTAL-26AUG152140TEXATH-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-16T03:29:48Z,A,A2,no,no,1,9.5,,,0.484467,56,57,44,4.5533,2,1,no,1,1,no,56,53,holdout
KXMLBTOTAL-26AUG152140TEXATH-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-16T03:29:48Z,A,A2,no,no,3,10.5,,,0.356711,44,45,56,5.3289,2,1,no,1,2,no,44,41,holdout
KXMLBTOTAL-26AUG152140TEXATH-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-16T03:29:48Z,A,A2,no,no,4,7.5,,,0.410125,86,88,14,42.9875,1,1,no,1,4,yes,-14,-16,holdout
KXMLBTOTAL-26AUG152140TEXATH-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-16T03:29:48Z,A,A2,no,no,4,8.5,,,0.410125,79,80,21,34.9875,2,1,no,1,4,no,79,76,holdout
KXMLBTOTAL-26AUG152140TEXATH-13,KXMLBTOTAL,KXMLBTOTAL|13,BASEBALL_TOTAL,2026-08-16T03:29:49Z,A,A2,no,no,3,12.5,,,0.356711,21,23,23,9.6711,2,1,yes,1,2,no,-23,-26,holdout
KXMLBTOTAL-26AUG152140TEXATH-14,KXMLBTOTAL,KXMLBTOTAL|14,BASEBALL_TOTAL,2026-08-16T03:29:49Z,A,A2,no,no,1,13.5,,,0.484467,13,14,14,32.4467,1,1,yes,1,4,no,-14,-16,holdout
KXMLBTOTAL-26AUG161215BALTB-2,KXMLBTOTAL,KXMLBTOTAL|2,BASEBALL_TOTAL,2026-08-16T16:44:30Z,A,A2,yes,yes,3,1.5,,,0.645309,93,95,7,26.4691,1,1,no,1,3,yes,-7,-9,holdout
KXMLBTOTAL-26AUG161215BALTB-3,KXMLBTOTAL,KXMLBTOTAL|3,BASEBALL_TOTAL,2026-08-16T16:44:30Z,A,A2,no,no,1,2.5,,,0.484467,88,90,12,37.5533,1,1,no,1,4,yes,-12,-14,holdout
KXMLBTOTAL-26AUG161215BALTB-4,KXMLBTOTAL,KXMLBTOTAL|4,BASEBALL_TOTAL,2026-08-16T16:44:30Z,A,A2,no,no,1,3.5,,,0.484467,74,77,26,22.5533,2,1,no,1,4,yes,-26,-29,holdout
KXMLBTOTAL-26AUG161340CWSDET-3,KXMLBTOTAL,KXMLBTOTAL|3,BASEBALL_TOTAL,2026-08-16T17:19:40Z,A,A2,yes,yes,1,2.5,,,0.471404,95,96,5,45.8596,1,1,no,1,4,yes,-5,-7,holdout
KXMLBTOTAL-26AUG161215BALTB-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-16T17:24:31Z,A,A2,no,no,1,5.5,,,0.484467,37,38,38,7.4467,2,1,yes,1,2,yes,62,59,holdout
KXMLBTOTAL-26AUG161215BALTB-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-16T17:24:31Z,A,A2,no,no,1,6.5,,,0.484467,28,29,29,16.4467,2,1,yes,1,3,yes,71,68,holdout
KXMLBTOTAL-26AUG161215BALTB-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-16T17:24:32Z,A,A2,no,no,2,9.5,,,0.439329,5,6,6,35.9329,1,1,yes,1,4,yes,94,92,holdout
KXMLBTOTAL-26AUG161215BALTB-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-16T17:24:32Z,A,A2,no,no,4,10.5,,,0.410125,4,6,6,33.0125,1,1,yes,1,4,yes,94,92,holdout
KXMLBTOTAL-26AUG161215BALTB-12,KXMLBTOTAL,KXMLBTOTAL|12,BASEBALL_TOTAL,2026-08-16T17:24:32Z,A,A2,no,no,4,11.5,,,0.410125,2,4,4,35.0125,1,1,yes,1,4,yes,96,94,holdout
KXMLBTOTAL-26AUG161215BALTB-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-16T17:24:32Z,A,A2,yes,yes,1,7.5,,,0.471404,17,19,19,25.1404,2,1,yes,1,4,yes,81,78,holdout
KXMLBTOTAL-26AUG161215BALTB-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-16T17:24:32Z,A,A2,no,no,5,8.5,,,0.338135,12,14,14,17.8135,1,1,yes,1,2,yes,86,84,holdout
KXMLBTOTAL-26AUG161340CWSDET-4,KXMLBTOTAL,KXMLBTOTAL|4,BASEBALL_TOTAL,2026-08-16T17:34:32Z,A,A2,yes,yes,1,3.5,,,0.471404,89,90,11,39.8596,1,1,no,1,4,yes,-11,-13,holdout
KXMLBTOTAL-26AUG161340CWSDET-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-16T17:34:32Z,A,A2,yes,yes,1,4.5,,,0.471404,83,84,17,33.8596,1,1,no,1,4,yes,-17,-19,holdout
KXMLBTOTAL-26AUG161410PHIMIN-4,KXMLBTOTAL,KXMLBTOTAL|4,BASEBALL_TOTAL,2026-08-16T17:39:46Z,A,A2,yes,yes,2,3.5,,,0.543907,93,94,7,36.6093,1,1,no,1,4,yes,-7,-9,holdout
KXMLBTOTAL-26AUG161335BOSPIT-3,KXMLBTOTAL,KXMLBTOTAL|3,BASEBALL_TOTAL,2026-08-16T17:44:30Z,A,A2,yes,yes,2,2.5,,,0.543907,89,97,11,32.6093,1,1,no,1,4,yes,-11,-13,holdout
KXMLBTOTAL-26AUG161335BOSPIT-4,KXMLBTOTAL,KXMLBTOTAL|4,BASEBALL_TOTAL,2026-08-16T17:44:30Z,A,A2,yes,yes,3,3.5,,,0.645309,84,91,16,17.4691,1,1,no,1,2,yes,-16,-18,holdout
KXMLBTOTAL-26AUG161335BOSPIT-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-16T17:44:31Z,A,A2,yes,yes,2,4.5,,,0.543907,84,85,16,27.6093,1,1,no,1,4,yes,-16,-18,holdout
KXMLBTOTAL-26AUG161335BOSPIT-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-16T17:44:31Z,A,A2,yes,yes,1,5.5,,,0.471404,70,71,30,19.8596,2,1,no,1,4,yes,-30,-33,holdout
KXMLBTOTAL-26AUG161335BOSPIT-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-16T17:44:31Z,A,A2,yes,yes,1,6.5,,,0.471404,60,61,40,9.8596,2,1,no,1,2,yes,-40,-43,holdout
KXMLBTOTAL-26AUG161337NYYTOR-2,KXMLBTOTAL,KXMLBTOTAL|2,BASEBALL_TOTAL,2026-08-16T17:54:30Z,A,A2,yes,yes,4,1.5,,,0.71492,93,98,7,19.508,1,1,no,1,2,yes,-7,-9,holdout
KXMLBTOTAL-26AUG161340WSHNYM-3,KXMLBTOTAL,KXMLBTOTAL|3,BASEBALL_TOTAL,2026-08-16T17:54:31Z,A,A2,yes,yes,3,2.5,,,0.645309,96,97,4,29.4691,1,1,no,1,4,yes,-4,-6,holdout
KXMLBTOTAL-26AUG161340WSHNYM-4,KXMLBTOTAL,KXMLBTOTAL|4,BASEBALL_TOTAL,2026-08-16T17:54:31Z,A,A2,yes,yes,4,3.5,,,0.71492,89,90,11,15.508,1,1,no,1,2,yes,-11,-13,holdout
KXMLBTOTAL-26AUG161340WSHNYM-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-16T17:54:31Z,A,A2,yes,yes,3,4.5,,,0.645309,80,82,20,12.4691,2,1,no,1,2,yes,-20,-23,holdout
KXMLBTOTAL-26AUG161335AZATL-3,KXMLBTOTAL,KXMLBTOTAL|3,BASEBALL_TOTAL,2026-08-16T17:59:50Z,A,A2,yes,yes,4,2.5,,,0.71492,88,96,12,14.508,1,1,no,1,2,yes,-12,-14,holdout
KXMLBTOTAL-26AUG161340CWSDET-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-16T18:09:38Z,A,A2,yes,yes,2,5.5,,,0.543907,83,84,17,26.6093,1,1,no,1,4,yes,-17,-19,holdout
KXMLBTOTAL-26AUG161340CWSDET-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-16T18:09:39Z,A,A2,yes,yes,2,6.5,,,0.543907,75,76,25,17.6093,2,1,no,1,3,yes,-25,-28,holdout
KXMLBTOTAL-26AUG161410PHIMIN-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-16T18:09:40Z,A,A2,yes,yes,4,4.5,,,0.71492,89,91,11,15.508,1,1,no,1,2,yes,-11,-13,holdout
KXMLBTOTAL-26AUG161340WSHNYM-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-16T18:09:40Z,A,A2,yes,yes,3,5.5,,,0.645309,74,77,26,6.4691,2,1,no,1,1,yes,-26,-29,holdout
KXMLBTOTAL-26AUG161335BOSPIT-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-16T18:24:30Z,A,A2,yes,yes,1,9.5,,,0.471404,30,31,31,13.1404,2,1,yes,1,2,yes,69,66,holdout
KXMLBTOTAL-26AUG161335AZATL-4,KXMLBTOTAL,KXMLBTOTAL|4,BASEBALL_TOTAL,2026-08-16T18:34:39Z,A,A2,yes,yes,5,3.5,,,0.799657,87,94,13,5.0343,1,1,no,1,1,yes,-13,-15,holdout
KXMLBTOTAL-26AUG161335AZATL-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-16T18:34:39Z,A,A2,yes,yes,5,4.5,,,0.799657,85,89,15,3.0343,1,1,no,1,1,yes,-15,-17,holdout
KXMLBTOTAL-26AUG161340CWSDET-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-16T18:34:40Z,A,A2,yes,yes,3,7.5,,,0.645309,77,78,23,9.4691,2,1,no,1,2,yes,-23,-26,holdout
KXMLBTOTAL-26AUG161340WSHNYM-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-16T18:44:32Z,A,A2,yes,yes,4,6.5,,,0.71492,62,63,63,5.492,2,1,yes,1,2,yes,37,34,holdout
KXMLBTOTAL-26AUG161340CWSDET-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-16T19:04:31Z,A,A2,yes,yes,2,9.5,,,0.543907,65,66,35,7.6093,2,1,no,1,2,yes,-35,-38,holdout
KXMLBTOTAL-26AUG161340CWSDET-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-16T19:04:31Z,A,A2,yes,yes,1,10.5,,,0.471404,54,55,46,3.8596,2,1,no,1,1,yes,-46,-49,holdout
KXMLBTOTAL-26AUG161340CWSDET-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-16T19:04:31Z,A,A2,yes,yes,2,8.5,,,0.543907,83,84,17,26.6093,1,1,no,1,4,yes,-17,-19,holdout
KXMLBTOTAL-26AUG161335AZATL-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-16T19:04:33Z,A,A2,yes,yes,3,9.5,,,0.645309,11,12,12,50.5309,1,1,yes,1,4,no,-12,-14,holdout
KXMLBTOTAL-26AUG161335AZATL-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-16T19:04:33Z,A,A2,yes,yes,4,7.5,,,0.71492,25,26,26,42.492,2,1,yes,1,4,yes,74,71,holdout
KXMLBTOTAL-26AUG161335AZATL-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-16T19:04:33Z,A,A2,yes,yes,3,8.5,,,0.645309,17,18,18,43.5309,2,1,yes,1,4,no,-18,-21,holdout
KXMLBTOTAL-26AUG161335AZATL-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-16T19:04:34Z,A,A2,yes,yes,2,10.5,,,0.543907,9,10,10,42.3907,1,1,yes,1,4,no,-10,-12,holdout
KXMLBTOTAL-26AUG161335AZATL-12,KXMLBTOTAL,KXMLBTOTAL|12,BASEBALL_TOTAL,2026-08-16T19:04:34Z,A,A2,yes,yes,1,11.5,,,0.471404,5,10,10,35.1404,1,1,yes,1,4,no,-10,-12,holdout
KXMLBTOTAL-26AUG161335AZATL-13,KXMLBTOTAL,KXMLBTOTAL|13,BASEBALL_TOTAL,2026-08-16T19:04:34Z,A,A2,no,no,5,12.5,,,0.338135,4,10,10,21.8135,1,1,yes,1,3,no,-10,-12,holdout
KXMLBTOTAL-26AUG161410PHIMIN-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-16T19:09:44Z,A,A2,yes,yes,5,5.5,,,0.799657,97,98,3,15.0343,1,1,no,1,2,yes,-3,-5,holdout
KXMLBTOTAL-26AUG161410PHIMIN-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-16T19:09:45Z,A,A2,yes,yes,5,6.5,,,0.799657,91,93,9,9.0343,1,1,no,1,1,yes,-9,-11,holdout
KXMLBTOTAL-26AUG161410PHIMIN-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-16T19:09:45Z,A,A2,no,no,1,8.5,,,0.484467,69,73,31,17.5533,2,1,no,1,3,yes,-31,-34,holdout
KXMLBTOTAL-26AUG161515STLCHC-4,KXMLBTOTAL,KXMLBTOTAL|4,BASEBALL_TOTAL,2026-08-16T19:09:46Z,A,A2,yes,yes,6,3.5,,,0.867513,92,93,8,3.2487,1,1,no,1,1,yes,-8,-10,holdout
KXMLBTOTAL-26AUG161340WSHNYM-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-16T19:14:32Z,A,A2,yes,yes,6,7.5,,,0.867513,68,69,69,14.7513,2,1,yes,1,4,no,-69,-72,holdout
KXMLBTOTAL-26AUG161340WSHNYM-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-16T19:14:32Z,A,A2,yes,yes,1,8.5,,,0.471404,56,57,44,5.8596,2,1,no,1,1,no,56,53,holdout
KXMLBTOTAL-26AUG161340WSHNYM-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-16T19:14:33Z,A,A2,no,no,1,9.5,,,0.484467,39,40,40,5.4467,2,1,yes,1,1,no,-40,-43,holdout
KXMLBTOTAL-26AUG161340WSHNYM-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-16T19:14:33Z,A,A2,no,no,1,10.5,,,0.484467,29,30,30,15.4467,2,1,yes,1,3,no,-30,-33,holdout
KXMLBTOTAL-26AUG161340WSHNYM-12,KXMLBTOTAL,KXMLBTOTAL|12,BASEBALL_TOTAL,2026-08-16T19:14:33Z,A,A2,no,no,1,11.5,,,0.484467,18,19,19,26.4467,2,1,yes,1,4,no,-19,-22,holdout
KXMLBTOTAL-26AUG161340WSHNYM-13,KXMLBTOTAL,KXMLBTOTAL|13,BASEBALL_TOTAL,2026-08-16T19:14:33Z,A,A2,no,no,6,12.5,,,0.306435,13,15,15,13.6435,1,1,yes,1,2,no,-15,-17,holdout
KXMLBTOTAL-26AUG161337NYYTOR-4,KXMLBTOTAL,KXMLBTOTAL|4,BASEBALL_TOTAL,2026-08-16T19:24:28Z,A,A2,yes,yes,7,3.5,,,0.867513,72,73,73,10.7513,2,1,yes,1,4,yes,27,24,holdout
KXMLBTOTAL-26AUG161340CWSDET-12,KXMLBTOTAL,KXMLBTOTAL|12,BASEBALL_TOTAL,2026-08-16T19:34:30Z,A,A2,no,no,2,11.5,,,0.439329,36,37,37,3.9329,2,1,yes,1,1,yes,63,60,holdout
KXMLBTOTAL-26AUG161337NYYTOR-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-16T19:39:46Z,A,A2,yes,yes,7,4.5,,,0.867513,52,53,53,30.7513,2,1,yes,1,4,yes,47,44,holdout
KXMLBTOTAL-26AUG161337NYYTOR-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-16T19:39:46Z,A,A2,yes,yes,6,5.5,,,0.867513,28,29,29,54.7513,2,1,yes,1,4,yes,71,68,holdout
KXMLBTOTAL-26AUG161337NYYTOR-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-16T19:39:46Z,A,A2,yes,yes,6,6.5,,,0.867513,19,20,20,63.7513,2,1,yes,1,4,yes,80,77,holdout
KXMLBTOTAL-26AUG161337NYYTOR-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-16T19:39:46Z,A,A2,no,no,1,7.5,,,0.484467,9,10,10,36.4467,1,1,yes,1,4,no,-10,-12,holdout
KXMLBTOTAL-26AUG161337NYYTOR-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-16T19:39:46Z,A,A2,no,no,1,8.5,,,0.484467,5,6,6,40.4467,1,1,yes,1,4,no,-6,-8,holdout
KXMLBTOTAL-26AUG161337NYYTOR-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-16T19:39:47Z,A,A2,no,no,2,9.5,,,0.439329,2,4,4,37.9329,1,1,yes,1,4,no,-4,-6,holdout
KXMLBTOTAL-26AUG161337NYYTOR-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-16T19:39:47Z,A,A2,no,no,2,10.5,,,0.439329,3,4,4,37.9329,1,1,yes,1,4,no,-4,-6,holdout
KXMLBTOTAL-26AUG161337NYYTOR-12,KXMLBTOTAL,KXMLBTOTAL|12,BASEBALL_TOTAL,2026-08-16T19:39:47Z,A,A2,yes,yes,1,11.5,,,0.471404,1,2,2,43.1404,1,1,yes,1,4,no,-2,-4,holdout
KXMLBTOTAL-26AUG161515STLCHC-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-16T19:39:48Z,A,A2,no,no,3,9.5,,,0.356711,59,60,41,20.3289,2,1,no,1,4,yes,-41,-44,holdout
KXMLBTOTAL-26AUG161515STLCHC-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-16T19:39:48Z,A,A2,no,no,2,7.5,,,0.439329,76,79,24,29.0671,2,1,no,1,4,yes,-24,-27,holdout
KXMLBTOTAL-26AUG161515STLCHC-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-16T19:39:48Z,A,A2,no,no,2,8.5,,,0.439329,70,71,30,23.0671,2,1,no,1,4,yes,-30,-33,holdout
KXMLBTOTAL-26AUG161515STLCHC-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-16T19:39:49Z,A,A2,no,no,3,10.5,,,0.356711,50,51,50,11.3289,2,1,no,1,3,yes,-50,-53,holdout
KXMLBTOTAL-26AUG161605COLSF-3,KXMLBTOTAL,KXMLBTOTAL|3,BASEBALL_TOTAL,2026-08-16T19:44:31Z,A,A2,yes,yes,6,2.5,,,0.867513,95,96,5,6.2487,1,1,no,1,1,yes,-5,-7,holdout
KXMLBTOTAL-26AUG161605COLSF-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-16T19:44:31Z,A,A2,yes,yes,8,5.5,,,0.867513,73,74,74,9.7513,2,1,yes,1,4,yes,26,23,holdout
KXMLBTOTAL-26AUG161605COLSF-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-16T19:44:31Z,A,A2,yes,yes,8,6.5,,,0.867513,64,65,65,18.7513,2,1,yes,1,4,yes,35,32,holdout
KXMLBTOTAL-26AUG161340MIACIN-4,KXMLBTOTAL,KXMLBTOTAL|4,BASEBALL_TOTAL,2026-08-16T19:44:33Z,A,A2,yes,yes,9,3.5,,,0.867513,23,24,24,59.7513,2,1,yes,1,4,yes,76,73,holdout
KXMLBTOTAL-26AUG161340MIACIN-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-16T19:44:33Z,A,A2,yes,yes,9,4.5,,,0.867513,16,21,21,62.7513,2,1,yes,1,4,yes,79,76,holdout
KXMLBTOTAL-26AUG161340MIACIN-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-16T19:44:33Z,A,A2,yes,yes,9,5.5,,,0.867513,9,11,11,73.7513,1,1,yes,1,4,yes,89,87,holdout
KXMLBTOTAL-26AUG161340MIACIN-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-16T19:44:33Z,A,A2,yes,yes,9,6.5,,,0.867513,7,11,11,73.7513,1,1,yes,1,4,yes,89,87,holdout
KXMLBTOTAL-26AUG161340MIACIN-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-16T19:44:33Z,A,A2,yes,yes,2,7.5,,,0.543907,4,13,13,39.3907,1,1,yes,1,4,yes,87,85,holdout
KXMLBTOTAL-26AUG161340MIACIN-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-16T19:44:33Z,A,A2,yes,yes,2,8.5,,,0.543907,3,8,8,44.3907,1,1,yes,1,4,no,-8,-10,holdout
KXMLBTOTAL-26AUG161340MIACIN-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-16T19:44:34Z,A,A2,yes,yes,1,9.5,,,0.471404,2,7,7,38.1404,1,1,yes,1,4,no,-7,-9,holdout
KXMLBTOTAL-26AUG161340MIACIN-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-16T19:44:34Z,A,A2,yes,yes,1,10.5,,,0.471404,1,3,3,42.1404,1,1,yes,1,4,no,-3,-5,holdout
KXMLBTOTAL-26AUG161340MIACIN-12,KXMLBTOTAL,KXMLBTOTAL|12,BASEBALL_TOTAL,2026-08-16T19:44:34Z,A,A2,no,no,1,11.5,,,0.484467,1,5,5,41.4467,1,1,yes,1,4,no,-5,-7,holdout
KXMLBTOTAL-26AUG161340MIACIN-13,KXMLBTOTAL,KXMLBTOTAL|13,BASEBALL_TOTAL,2026-08-16T19:44:34Z,A,A2,no,no,8,12.5,,,0.306435,1,2,2,26.6435,1,1,yes,1,3,no,-2,-4,holdout
